ID,Prix,Quantite,Remise,CA_Brut,CA_Net,TVA
8639,188.75,16,0.0,3020.0,3020.0,604.0
8640,495.97,16,15.0,7935.52,6745.19,1349.04
8641,330.61,14,5.0,4628.54,4397.11,879.42
8642,102.19,6,15.0,613.14,521.17,104.23
8643,370.44,12,0.0,4445.28,4445.28,889.06
8644,102.17,12,0.0,1226.04,1226.04,245.21
8645,215.42,4,15.0,861.68,732.43,146.49
8646,126.06,5,25.0,630.3,472.72,94.55
8647,70.91,9,0.0,638.19,638.19,127.64
8648,98.18,4,10.0,392.72,353.45,70.69
8649,393.77,2,0.0,787.54,787.54,157.51
8650,45.69,15,0.0,685.35,685.35,137.07
8651,142.24,14,5.0,1991.36,1891.79,378.36
8652,386.19,14,10.0,5406.66,4865.99,973.2
8653,51.68,15,5.0,775.2,736.44,147.29
8654,49.31,16,10.0,788.96,710.06,142.01
8655,208.86,18,20.0,3759.48,3007.58,601.52
8656,12.06,11,0.0,132.66,132.66,26.53
8657,45.4,5,5.0,227.0,215.65,43.13
8658,383.18,14,0.0,5364.52,5364.52,1072.9
8659,250.91,15,15.0,3763.65,3199.1,639.82
8660,434.62,3,20.0,1303.86,1043.09,208.62
8661,495.77,14,15.0,6940.78,5899.66,1179.93
8662,338.09,11,20.0,3718.99,2975.19,595.04
8663,252.89,20,15.0,5057.8,4299.13,859.83
8664,428.76,14,20.0,6002.64,4802.11,960.42
8665,307.12,4,0.0,1228.48,1228.48,245.7
8666,35.55,14,5.0,497.7,472.81,94.56
8667,153.96,4,20.0,615.84,492.67,98.53
8668,53.51,17,15.0,909.67,773.22,154.64
8669,115.18,20,25.0,2303.6,1727.7,345.54
8670,101.73,1,20.0,101.73,81.38,16.28
8671,28.05,18,5.0,504.9,479.66,95.93
8672,252.57,2,0.0,505.14,505.14,101.03
8673,343.77,10,15.0,3437.7,2922.04,584.41
8674,362.13,12,10.0,4345.56,3911.0,782.2
8675,129.26,2,0.0,258.52,258.52,51.7
8676,204.37,5,0.0,1021.85,1021.85,204.37
8677,157.08,16,5.0,2513.28,2387.62,477.52
8678,381.68,11,25.0,4198.48,3148.86,629.77
8679,422.07,15,25.0,6331.05,4748.29,949.66
8680,439.89,3,20.0,1319.67,1055.74,211.15
8681,451.45,5,15.0,2257.25,1918.66,383.73
8682,47.64,1,5.0,47.64,45.26,9.05
8683,177.12,3,5.0,531.36,504.79,100.96
8684,407.02,16,15.0,6512.32,5535.47,1107.09
8685,179.06,3,25.0,537.18,402.89,80.58
8686,31.19,19,20.0,592.61,474.09,94.82
8687,231.22,20,15.0,4624.4,3930.74,786.15
8688,129.49,16,15.0,2071.84,1761.06,352.21
8689,210.86,20,25.0,4217.2,3162.9,632.58
8690,140.36,5,25.0,701.8,526.35,105.27
8691,424.49,4,5.0,1697.96,1613.06,322.61
8692,79.39,1,25.0,79.39,59.54,11.91
8693,309.68,14,0.0,4335.52,4335.52,867.1
8694,251.15,17,5.0,4269.55,4056.07,811.21
8695,64.64,16,15.0,1034.24,879.1,175.82
8696,471.75,5,20.0,2358.75,1887.0,377.4
8697,492.47,7,15.0,3447.29,2930.2,586.04
8698,388.48,7,25.0,2719.36,2039.52,407.9
8699,250.2,8,25.0,2001.6,1501.2,300.24
8700,265.96,4,5.0,1063.84,1010.65,202.13
8701,368.43,20,5.0,7368.6,7000.17,1400.03
8702,208.42,1,5.0,208.42,198.0,39.6
8703,36.11,15,0.0,541.65,541.65,108.33
8704,394.09,16,15.0,6305.44,5359.62,1071.92
8705,150.39,16,5.0,2406.24,2285.93,457.19
8706,456.13,15,20.0,6841.95,5473.56,1094.71
8707,255.16,6,10.0,1530.96,1377.86,275.57
8708,149.57,2,10.0,299.14,269.23,53.85
8709,399.59,16,5.0,6393.44,6073.77,1214.75
8710,192.15,8,20.0,1537.2,1229.76,245.95
8711,109.35,9,25.0,984.15,738.11,147.62
8712,46.93,3,10.0,140.79,126.71,25.34
8713,163.03,20,0.0,3260.6,3260.6,652.12
8714,55.5,16,10.0,888.0,799.2,159.84
8715,113.5,3,10.0,340.5,306.45,61.29
8716,452.19,6,25.0,2713.14,2034.86,406.97
8717,281.35,4,0.0,1125.4,1125.4,225.08
8718,442.75,13,5.0,5755.75,5467.96,1093.59
8719,17.39,15,20.0,260.85,208.68,41.74
8720,108.16,7,25.0,757.12,567.84,113.57
8721,117.05,12,20.0,1404.6,1123.68,224.74
8722,66.6,7,0.0,466.2,466.2,93.24
8723,133.79,8,10.0,1070.32,963.29,192.66
8724,69.06,2,20.0,138.12,110.5,22.1
8725,245.56,12,25.0,2946.72,2210.04,442.01
8726,398.66,14,20.0,5581.24,4464.99,893.0
8727,436.37,7,0.0,3054.59,3054.59,610.92
8728,270.26,10,20.0,2702.6,2162.08,432.42
8729,485.89,18,25.0,8746.02,6559.52,1311.9
8730,292.53,17,0.0,4973.01,4973.01,994.6
8731,464.37,13,15.0,6036.81,5131.29,1026.26
8732,374.94,1,15.0,374.94,318.7,63.74
8733,467.39,13,5.0,6076.07,5772.27,1154.45
8734,203.72,10,25.0,2037.2,1527.9,305.58
8735,210.82,12,5.0,2529.84,2403.35,480.67
8736,451.84,12,20.0,5422.08,4337.66,867.53
8737,332.53,7,20.0,2327.71,1862.17,372.43
8738,248.35,20,15.0,4967.0,4221.95,844.39
8739,285.07,7,10.0,1995.49,1795.94,359.19
8740,491.96,10,10.0,4919.6,4427.64,885.53
8741,217.63,13,10.0,2829.19,2546.27,509.25
8742,414.0,18,20.0,7452.0,5961.6,1192.32
8743,447.35,13,5.0,5815.55,5524.77,1104.95
8744,286.74,2,15.0,573.48,487.46,97.49
8745,69.85,1,0.0,69.85,69.85,13.97
8746,399.98,3,15.0,1199.94,1019.95,203.99
8747,30.28,1,5.0,30.28,28.77,5.75
8748,183.7,15,25.0,2755.5,2066.62,413.33
8749,19.27,18,0.0,346.86,346.86,69.37
8750,400.44,7,0.0,2803.08,2803.08,560.62
8751,27.51,13,25.0,357.63,268.22,53.64
8752,234.88,2,10.0,469.76,422.78,84.56
8753,290.13,18,0.0,5222.34,5222.34,1044.47
8754,481.05,9,10.0,4329.45,3896.51,779.3
8755,349.17,13,25.0,4539.21,3404.41,680.88
8756,212.93,9,0.0,1916.37,1916.37,383.27
8757,98.89,3,20.0,296.67,237.34,47.47
8758,261.02,12,20.0,3132.24,2505.79,501.16
8759,252.13,18,25.0,4538.34,3403.76,680.75
8760,129.96,10,5.0,1299.6,1234.62,246.92
8761,105.74,15,15.0,1586.1,1348.18,269.64
8762,347.21,16,25.0,5555.36,4166.52,833.3
8763,205.76,11,10.0,2263.36,2037.02,407.4
8764,17.48,4,15.0,69.92,59.43,11.89
8765,377.24,17,0.0,6413.08,6413.08,1282.62
8766,489.12,7,5.0,3423.84,3252.65,650.53
8767,309.67,15,15.0,4645.05,3948.29,789.66
8768,125.85,4,15.0,503.4,427.89,85.58
8769,171.54,1,25.0,171.54,128.66,25.73
8770,410.84,1,25.0,410.84,308.13,61.63
8771,476.06,12,10.0,5712.72,5141.45,1028.29
8772,143.83,1,20.0,143.83,115.06,23.01
8773,452.61,3,15.0,1357.83,1154.16,230.83
8774,87.17,8,0.0,697.36,697.36,139.47
8775,141.38,8,10.0,1131.04,1017.94,203.59
8776,321.03,11,20.0,3531.33,2825.06,565.01
8777,46.33,15,15.0,694.95,590.71,118.14
8778,91.03,9,15.0,819.27,696.38,139.28
8779,140.18,18,5.0,2523.24,2397.08,479.42
8780,476.18,19,10.0,9047.42,8142.68,1628.54
8781,296.98,10,10.0,2969.8,2672.82,534.56
8782,44.12,4,5.0,176.48,167.66,33.53
8783,425.63,11,15.0,4681.93,3979.64,795.93
8784,244.79,13,5.0,3182.27,3023.16,604.63
8785,297.0,3,5.0,891.0,846.45,169.29
8786,345.88,10,5.0,3458.8,3285.86,657.17
8787,9.58,17,20.0,162.86,130.29,26.06
8788,214.26,1,5.0,214.26,203.55,40.71
8789,191.4,2,25.0,382.8,287.1,57.42
8790,325.79,10,5.0,3257.9,3095.01,619.0
8791,224.59,5,15.0,1122.95,954.51,190.9
8792,328.64,15,20.0,4929.6,3943.68,788.74
8793,490.12,14,0.0,6861.68,6861.68,1372.34
8794,472.05,8,10.0,3776.4,3398.76,679.75
8795,364.36,9,10.0,3279.24,2951.32,590.26
8796,456.23,1,20.0,456.23,364.98,73.0
8797,79.14,16,15.0,1266.24,1076.3,215.26
8798,350.25,7,25.0,2451.75,1838.81,367.76
8799,402.96,15,25.0,6044.4,4533.3,906.66
8800,327.43,3,15.0,982.29,834.95,166.99
8801,110.44,15,15.0,1656.6,1408.11,281.62
8802,103.85,15,20.0,1557.75,1246.2,249.24
8803,227.31,7,0.0,1591.17,1591.17,318.23
8804,261.48,3,15.0,784.44,666.77,133.35
8805,65.65,20,25.0,1313.0,984.75,196.95
8806,414.28,2,5.0,828.56,787.13,157.43
8807,226.13,19,5.0,4296.47,4081.65,816.33
8808,33.16,4,10.0,132.64,119.38,23.88
8809,9.91,9,20.0,89.19,71.35,14.27
8810,121.48,3,20.0,364.44,291.55,58.31
8811,393.85,11,25.0,4332.35,3249.26,649.85
8812,158.32,20,10.0,3166.4,2849.76,569.95
8813,21.69,2,25.0,43.38,32.54,6.51
8814,341.95,14,15.0,4787.3,4069.2,813.84
8815,449.24,1,5.0,449.24,426.78,85.36
8816,75.87,7,0.0,531.09,531.09,106.22
8817,184.45,11,5.0,2028.95,1927.5,385.5
8818,496.86,8,25.0,3974.88,2981.16,596.23
8819,24.06,17,15.0,409.02,347.67,69.53
8820,449.13,12,15.0,5389.56,4581.13,916.23
8821,291.02,6,5.0,1746.12,1658.81,331.76
8822,197.7,10,5.0,1977.0,1878.15,375.63
8823,299.36,16,10.0,4789.76,4310.78,862.16
8824,279.95,1,15.0,279.95,237.96,47.59
8825,102.89,13,0.0,1337.57,1337.57,267.51
8826,223.17,19,20.0,4240.23,3392.18,678.44
8827,424.45,5,15.0,2122.25,1803.91,360.78
8828,311.6,6,15.0,1869.6,1589.16,317.83
8829,472.37,19,25.0,8975.03,6731.27,1346.25
8830,96.93,12,5.0,1163.16,1105.0,221.0
8831,355.69,7,0.0,2489.83,2489.83,497.97
8832,488.27,10,10.0,4882.7,4394.43,878.89
8833,189.77,2,25.0,379.54,284.66,56.93
8834,376.28,6,10.0,2257.68,2031.91,406.38
8835,174.42,12,15.0,2093.04,1779.08,355.82
8836,333.71,2,0.0,667.42,667.42,133.48
8837,59.23,12,20.0,710.76,568.61,113.72
8838,456.43,7,0.0,3195.01,3195.01,639.0
8839,133.07,11,20.0,1463.77,1171.02,234.2
8840,327.14,12,25.0,3925.68,2944.26,588.85
8841,282.17,1,15.0,282.17,239.84,47.97
8842,44.45,19,25.0,844.55,633.41,126.68
8843,438.9,4,0.0,1755.6,1755.6,351.12
8844,99.0,7,10.0,693.0,623.7,124.74
8845,195.75,11,5.0,2153.25,2045.59,409.12
8846,336.72,18,20.0,6060.96,4848.77,969.75
8847,451.71,19,25.0,8582.49,6436.87,1287.37
8848,176.26,15,0.0,2643.9,2643.9,528.78
8849,79.12,1,0.0,79.12,79.12,15.82
8850,209.36,5,20.0,1046.8,837.44,167.49
8851,284.45,12,5.0,3413.4,3242.73,648.55
8852,154.77,20,5.0,3095.4,2940.63,588.13
8853,452.76,12,0.0,5433.12,5433.12,1086.62
8854,172.27,14,5.0,2411.78,2291.19,458.24
8855,468.9,1,0.0,468.9,468.9,93.78
8856,182.18,20,5.0,3643.6,3461.42,692.28
8857,60.65,5,5.0,303.25,288.09,57.62
8858,452.96,19,25.0,8606.24,6454.68,1290.94
8859,31.63,14,5.0,442.82,420.68,84.14
8860,164.42,6,0.0,986.52,986.52,197.3
8861,252.78,3,25.0,758.34,568.75,113.75
8862,73.39,1,5.0,73.39,69.72,13.94
8863,167.8,2,10.0,335.6,302.04,60.41
8864,308.55,17,15.0,5245.35,4458.55,891.71
8865,410.12,18,0.0,7382.16,7382.16,1476.43
8866,478.25,7,15.0,3347.75,2845.59,569.12
8867,486.03,1,5.0,486.03,461.73,92.35
8868,296.04,19,5.0,5624.76,5343.52,1068.7
8869,312.36,12,25.0,3748.32,2811.24,562.25
8870,437.14,18,25.0,7868.52,5901.39,1180.28
8871,311.87,11,0.0,3430.57,3430.57,686.11
8872,9.92,14,0.0,138.88,138.88,27.78
8873,182.81,9,0.0,1645.29,1645.29,329.06
8874,109.63,20,20.0,2192.6,1754.08,350.82
8875,201.44,6,5.0,1208.64,1148.21,229.64
8876,418.12,5,15.0,2090.6,1777.01,355.4
8877,484.99,16,10.0,7759.84,6983.86,1396.77
8878,342.64,9,15.0,3083.76,2621.2,524.24
8879,353.58,12,15.0,4242.96,3606.52,721.3
8880,313.42,5,20.0,1567.1,1253.68,250.74
8881,471.56,20,5.0,9431.2,8959.64,1791.93
8882,31.71,20,5.0,634.2,602.49,120.5
8883,331.82,9,0.0,2986.38,2986.38,597.28
8884,46.07,10,25.0,460.7,345.52,69.11
8885,289.92,17,20.0,4928.64,3942.91,788.58
8886,249.8,10,15.0,2498.0,2123.3,424.66
8887,307.12,2,20.0,614.24,491.39,98.28
8888,418.92,20,5.0,8378.4,7959.48,1591.9
8889,305.27,5,15.0,1526.35,1297.4,259.48
8890,90.05,10,5.0,900.5,855.47,171.09
8891,170.57,17,0.0,2899.69,2899.69,579.94
8892,258.35,1,5.0,258.35,245.43,49.09
8893,242.54,18,5.0,4365.72,4147.43,829.49
8894,383.27,17,25.0,6515.59,4886.69,977.34
8895,348.99,20,15.0,6979.8,5932.83,1186.57
8896,408.93,2,15.0,817.86,695.18,139.04
8897,15.26,10,25.0,152.6,114.45,22.89
8898,460.53,9,20.0,4144.77,3315.82,663.16
8899,216.81,18,15.0,3902.58,3317.19,663.44
8900,77.63,9,25.0,698.67,524.0,104.8
8901,69.03,16,5.0,1104.48,1049.26,209.85
8902,190.7,2,20.0,381.4,305.12,61.02
8903,367.91,7,15.0,2575.37,2189.06,437.81
8904,377.67,6,5.0,2266.02,2152.72,430.54
8905,133.87,6,0.0,803.22,803.22,160.64
8906,278.32,8,10.0,2226.56,2003.9,400.78
8907,411.88,8,0.0,3295.04,3295.04,659.01
8908,421.24,16,10.0,6739.84,6065.86,1213.17
8909,7.96,16,0.0,127.36,127.36,25.47
8910,421.44,12,10.0,5057.28,4551.55,910.31
8911,311.64,16,10.0,4986.24,4487.62,897.52
8912,196.66,16,25.0,3146.56,2359.92,471.98
8913,451.36,20,0.0,9027.2,9027.2,1805.44
8914,188.42,13,25.0,2449.46,1837.1,367.42
8915,77.9,10,20.0,779.0,623.2,124.64
8916,472.39,10,10.0,4723.9,4251.51,850.3
8917,420.46,11,20.0,4625.06,3700.05,740.01
8918,123.93,3,0.0,371.79,371.79,74.36
8919,486.7,9,15.0,4380.3,3723.26,744.65
8920,269.54,20,10.0,5390.8,4851.72,970.34
8921,168.12,19,20.0,3194.28,2555.42,511.08
8922,174.71,20,0.0,3494.2,3494.2,698.84
8923,132.78,15,25.0,1991.7,1493.78,298.76
8924,179.26,7,25.0,1254.82,941.12,188.22
8925,31.06,17,15.0,528.02,448.82,89.76
8926,169.01,2,5.0,338.02,321.12,64.22
8927,234.13,14,10.0,3277.82,2950.04,590.01
8928,476.52,12,20.0,5718.24,4574.59,914.92
8929,105.51,13,15.0,1371.63,1165.89,233.18
8930,202.61,4,25.0,810.44,607.83,121.57
8931,57.38,13,15.0,745.94,634.05,126.81
8932,440.36,1,20.0,440.36,352.29,70.46
8933,237.61,3,25.0,712.83,534.62,106.92
8934,157.25,6,20.0,943.5,754.8,150.96
8935,249.47,4,10.0,997.88,898.09,179.62
8936,335.48,11,5.0,3690.28,3505.77,701.15
8937,404.31,20,0.0,8086.2,8086.2,1617.24
8938,373.02,3,15.0,1119.06,951.2,190.24
8939,239.51,1,25.0,239.51,179.63,35.93
8940,168.52,8,0.0,1348.16,1348.16,269.63
8941,445.18,8,25.0,3561.44,2671.08,534.22
8942,386.81,1,5.0,386.81,367.47,73.49
8943,60.64,20,15.0,1212.8,1030.88,206.18
8944,321.69,6,20.0,1930.14,1544.11,308.82
8945,179.4,7,25.0,1255.8,941.85,188.37
8946,46.63,7,20.0,326.41,261.13,52.23
8947,183.79,11,20.0,2021.69,1617.35,323.47
8948,40.79,12,0.0,489.48,489.48,97.9
8949,383.35,2,15.0,766.7,651.7,130.34
8950,38.96,11,0.0,428.56,428.56,85.71
8951,211.88,15,0.0,3178.2,3178.2,635.64
8952,240.42,1,10.0,240.42,216.38,43.28
8953,70.9,12,20.0,850.8,680.64,136.13
8954,171.52,17,15.0,2915.84,2478.46,495.69
8955,114.3,2,25.0,228.6,171.45,34.29
8956,147.88,16,25.0,2366.08,1774.56,354.91
8957,149.16,11,20.0,1640.76,1312.61,262.52
8958,44.51,15,25.0,667.65,500.74,100.15
8959,287.07,2,10.0,574.14,516.73,103.35
8960,358.98,14,0.0,5025.72,5025.72,1005.14
8961,168.32,5,25.0,841.6,631.2,126.24
8962,442.35,17,20.0,7519.95,6015.96,1203.19
8963,209.0,7,10.0,1463.0,1316.7,263.34
8964,411.85,1,20.0,411.85,329.48,65.9
8965,474.5,8,25.0,3796.0,2847.0,569.4
8966,369.28,2,0.0,738.56,738.56,147.71
8967,174.82,9,5.0,1573.38,1494.71,298.94
8968,159.12,10,15.0,1591.2,1352.52,270.5
8969,273.23,9,25.0,2459.07,1844.3,368.86
8970,21.42,12,25.0,257.04,192.78,38.56
8971,227.75,14,5.0,3188.5,3029.07,605.81
8972,340.79,10,15.0,3407.9,2896.72,579.34
8973,38.21,1,15.0,38.21,32.48,6.5
8974,448.55,18,15.0,8073.9,6862.82,1372.56
8975,309.69,4,15.0,1238.76,1052.95,210.59
8976,176.39,9,15.0,1587.51,1349.38,269.88
8977,297.46,3,5.0,892.38,847.76,169.55
8978,153.45,10,0.0,1534.5,1534.5,306.9
8979,250.9,19,15.0,4767.1,4052.04,810.41
8980,480.61,20,25.0,9612.2,7209.15,1441.83
8981,343.23,16,5.0,5491.68,5217.1,1043.42
8982,277.8,15,15.0,4167.0,3541.95,708.39
8983,327.22,2,5.0,654.44,621.72,124.34
8984,437.13,20,20.0,8742.6,6994.08,1398.82
8985,421.58,5,5.0,2107.9,2002.5,400.5
8986,409.77,1,10.0,409.77,368.79,73.76
8987,431.77,1,20.0,431.77,345.42,69.08
8988,121.66,18,10.0,2189.88,1970.89,394.18
8989,7.98,10,0.0,79.8,79.8,15.96
8990,258.47,18,0.0,4652.46,4652.46,930.49
8991,378.92,8,15.0,3031.36,2576.66,515.33
8992,91.08,18,10.0,1639.44,1475.5,295.1
8993,459.1,5,20.0,2295.5,1836.4,367.28
8994,195.79,17,15.0,3328.43,2829.17,565.83
8995,288.05,5,0.0,1440.25,1440.25,288.05
8996,242.04,7,25.0,1694.28,1270.71,254.14
8997,151.27,20,0.0,3025.4,3025.4,605.08
8998,456.49,3,5.0,1369.47,1301.0,260.2
8999,204.34,15,20.0,3065.1,2452.08,490.42
9000,185.69,19,25.0,3528.11,2646.08,529.22
9001,312.85,12,0.0,3754.2,3754.2,750.84
9002,285.53,2,25.0,571.06,428.29,85.66
9003,120.75,15,10.0,1811.25,1630.12,326.03
9004,362.6,3,0.0,1087.8,1087.8,217.56
9005,481.74,19,10.0,9153.06,8237.75,1647.55
9006,380.65,15,0.0,5709.75,5709.75,1141.95
9007,47.5,13,0.0,617.5,617.5,123.5
9008,275.47,3,20.0,826.41,661.13,132.23
9009,139.06,13,0.0,1807.78,1807.78,361.56
9010,210.1,9,0.0,1890.9,1890.9,378.18
9011,230.89,12,15.0,2770.68,2355.08,471.02
9012,247.44,1,10.0,247.44,222.7,44.54
9013,418.56,6,10.0,2511.36,2260.22,452.04
9014,156.89,17,5.0,2667.13,2533.77,506.75
9015,451.08,12,25.0,5412.96,4059.72,811.94
9016,110.93,20,25.0,2218.6,1663.95,332.79
9017,367.65,16,20.0,5882.4,4705.92,941.18
9018,145.13,11,0.0,1596.43,1596.43,319.29
9019,79.88,2,25.0,159.76,119.82,23.96
9020,335.63,15,10.0,5034.45,4531.01,906.2
9021,120.73,12,5.0,1448.76,1376.32,275.26
9022,417.95,3,25.0,1253.85,940.39,188.08
9023,284.94,12,25.0,3419.28,2564.46,512.89
9024,464.11,4,5.0,1856.44,1763.62,352.72
9025,159.21,13,25.0,2069.73,1552.3,310.46
9026,345.71,7,15.0,2419.97,2056.97,411.39
9027,225.26,18,5.0,4054.68,3851.95,770.39
9028,84.61,4,25.0,338.44,253.83,50.77
9029,223.58,16,20.0,3577.28,2861.82,572.36
9030,147.87,9,0.0,1330.83,1330.83,266.17
9031,283.52,18,10.0,5103.36,4593.02,918.6
9032,271.36,16,20.0,4341.76,3473.41,694.68
9033,410.7,4,5.0,1642.8,1560.66,312.13
9034,75.95,4,25.0,303.8,227.85,45.57
9035,97.42,19,10.0,1850.98,1665.88,333.18
9036,440.35,7,25.0,3082.45,2311.84,462.37
9037,352.91,3,10.0,1058.73,952.86,190.57
9038,213.14,13,20.0,2770.82,2216.66,443.33
9039,493.64,18,10.0,8885.52,7996.97,1599.39
9040,140.45,2,10.0,280.9,252.81,50.56
9041,49.63,13,5.0,645.19,612.93,122.59
9042,496.2,3,15.0,1488.6,1265.31,253.06
9043,329.46,4,0.0,1317.84,1317.84,263.57
9044,90.65,16,10.0,1450.4,1305.36,261.07
9045,320.2,9,20.0,2881.8,2305.44,461.09
9046,175.48,5,15.0,877.4,745.79,149.16
9047,359.33,10,0.0,3593.3,3593.3,718.66
9048,464.11,11,5.0,5105.21,4849.95,969.99
9049,8.5,8,15.0,68.0,57.8,11.56
9050,190.31,2,15.0,380.62,323.53,64.71
9051,396.63,5,0.0,1983.15,1983.15,396.63
9052,262.82,19,25.0,4993.58,3745.18,749.04
9053,178.04,10,0.0,1780.4,1780.4,356.08
9054,397.52,4,5.0,1590.08,1510.58,302.12
9055,321.59,15,25.0,4823.85,3617.89,723.58
9056,323.07,1,25.0,323.07,242.3,48.46
9057,157.53,13,15.0,2047.89,1740.71,348.14
9058,321.88,4,25.0,1287.52,965.64,193.13
9059,464.4,8,5.0,3715.2,3529.44,705.89
9060,413.51,2,5.0,827.02,785.67,157.13
9061,41.15,18,5.0,740.7,703.66,140.73
9062,404.41,6,15.0,2426.46,2062.49,412.5
9063,322.1,13,0.0,4187.3,4187.3,837.46
9064,16.72,14,15.0,234.08,198.97,39.79
9065,472.68,3,20.0,1418.04,1134.43,226.89
9066,202.14,7,5.0,1414.98,1344.23,268.85
9067,313.33,10,20.0,3133.3,2506.64,501.33
9068,443.84,15,5.0,6657.6,6324.72,1264.94
9069,282.53,9,20.0,2542.77,2034.22,406.84
9070,474.79,19,5.0,9021.01,8569.96,1713.99
9071,168.01,3,0.0,504.03,504.03,100.81
9072,172.62,17,20.0,2934.54,2347.63,469.53
9073,17.31,20,10.0,346.2,311.58,62.32
9074,349.97,18,0.0,6299.46,6299.46,1259.89
9075,84.48,17,20.0,1436.16,1148.93,229.79
9076,313.88,18,20.0,5649.84,4519.87,903.97
9077,12.78,3,25.0,38.34,28.75,5.75
9078,454.13,18,25.0,8174.34,6130.76,1226.15
9079,317.04,14,15.0,4438.56,3772.78,754.56
9080,73.56,12,5.0,882.72,838.58,167.72
9081,401.24,8,10.0,3209.92,2888.93,577.79
9082,137.62,3,25.0,412.86,309.64,61.93
9083,277.63,15,20.0,4164.45,3331.56,666.31
9084,127.25,3,20.0,381.75,305.4,61.08
9085,361.77,14,15.0,5064.78,4305.06,861.01
9086,276.46,12,25.0,3317.52,2488.14,497.63
9087,429.47,10,5.0,4294.7,4079.97,815.99
9088,262.32,12,5.0,3147.84,2990.45,598.09
9089,256.96,2,5.0,513.92,488.22,97.64
9090,427.85,10,5.0,4278.5,4064.57,812.91
9091,378.99,9,10.0,3410.91,3069.82,613.96
9092,433.08,14,20.0,6063.12,4850.5,970.1
9093,273.97,14,10.0,3835.58,3452.02,690.4
9094,210.17,8,20.0,1681.36,1345.09,269.02
9095,234.58,20,20.0,4691.6,3753.28,750.66
9096,103.24,13,10.0,1342.12,1207.91,241.58
9097,366.1,15,5.0,5491.5,5216.93,1043.38
9098,71.83,12,25.0,861.96,646.47,129.29
9099,33.66,3,15.0,100.98,85.83,17.17
9100,19.43,4,0.0,77.72,77.72,15.54
9101,223.51,3,0.0,670.53,670.53,134.11
9102,434.44,3,20.0,1303.32,1042.66,208.53
9103,381.17,7,10.0,2668.19,2401.37,480.27
9104,469.46,17,20.0,7980.82,6384.66,1276.93
9105,127.45,14,0.0,1784.3,1784.3,356.86
9106,412.39,15,15.0,6185.85,5257.97,1051.59
9107,339.94,3,0.0,1019.82,1019.82,203.96
9108,238.89,12,15.0,2866.68,2436.68,487.34
9109,351.25,8,0.0,2810.0,2810.0,562.0
9110,467.17,6,0.0,2803.02,2803.02,560.6
9111,149.09,5,0.0,745.45,745.45,149.09
9112,46.22,11,25.0,508.42,381.31,76.26
9113,322.06,6,20.0,1932.36,1545.89,309.18
9114,184.37,5,10.0,921.85,829.67,165.93
9115,92.12,8,15.0,736.96,626.42,125.28
9116,76.8,12,5.0,921.6,875.52,175.1
9117,163.33,17,5.0,2776.61,2637.78,527.56
9118,7.09,20,15.0,141.8,120.53,24.11
9119,142.63,18,20.0,2567.34,2053.87,410.77
9120,297.54,7,0.0,2082.78,2082.78,416.56
9121,192.36,4,20.0,769.44,615.55,123.11
9122,151.91,20,0.0,3038.2,3038.2,607.64
9123,8.69,2,20.0,17.38,13.9,2.78
9124,491.82,11,25.0,5410.02,4057.51,811.5
9125,464.1,9,10.0,4176.9,3759.21,751.84
9126,231.98,8,0.0,1855.84,1855.84,371.17
9127,459.33,8,25.0,3674.64,2755.98,551.2
9128,181.11,8,10.0,1448.88,1303.99,260.8
9129,470.88,11,25.0,5179.68,3884.76,776.95
9130,293.91,9,15.0,2645.19,2248.41,449.68
9131,462.44,14,25.0,6474.16,4855.62,971.12
9132,134.98,13,5.0,1754.74,1667.0,333.4
9133,298.22,20,10.0,5964.4,5367.96,1073.59
9134,70.46,3,5.0,211.38,200.81,40.16
9135,264.71,18,10.0,4764.78,4288.3,857.66
9136,158.91,17,15.0,2701.47,2296.25,459.25
9137,67.31,14,5.0,942.34,895.22,179.04
9138,248.84,18,5.0,4479.12,4255.16,851.03
9139,94.06,9,25.0,846.54,634.9,126.98
9140,489.32,10,0.0,4893.2,4893.2,978.64
9141,279.43,6,0.0,1676.58,1676.58,335.32
9142,285.41,5,5.0,1427.05,1355.7,271.14
9143,349.08,15,5.0,5236.2,4974.39,994.88
9144,303.56,10,10.0,3035.6,2732.04,546.41
9145,457.5,19,15.0,8692.5,7388.62,1477.73
9146,216.5,16,25.0,3464.0,2598.0,519.6
9147,343.37,16,10.0,5493.92,4944.53,988.91
9148,155.1,11,15.0,1706.1,1450.18,290.04
9149,335.83,9,5.0,3022.47,2871.35,574.27
9150,391.05,7,25.0,2737.35,2053.01,410.6
9151,70.76,16,5.0,1132.16,1075.55,215.11
9152,240.3,6,25.0,1441.8,1081.35,216.27
9153,265.16,20,15.0,5303.2,4507.72,901.54
9154,186.47,20,25.0,3729.4,2797.05,559.41
9155,42.48,13,20.0,552.24,441.79,88.36
9156,112.53,13,20.0,1462.89,1170.31,234.06
9157,116.48,1,0.0,116.48,116.48,23.3
9158,345.99,20,25.0,6919.8,5189.85,1037.97
9159,440.54,16,25.0,7048.64,5286.48,1057.3
9160,112.19,1,20.0,112.19,89.75,17.95
9161,426.59,20,10.0,8531.8,7678.62,1535.72
9162,358.34,13,5.0,4658.42,4425.5,885.1
9163,415.26,2,20.0,830.52,664.42,132.88
9164,473.24,5,20.0,2366.2,1892.96,378.59
9165,221.88,8,15.0,1775.04,1508.78,301.76
9166,325.33,7,5.0,2277.31,2163.44,432.69
