ID,Prix,Quantite,Remise
3994,350.7,10,0
3995,413.07,9,0
3996,393.42,9,25
3997,404.88,12,0
3998,141.51,1,15
3999,237.41,1,15
4000,28.81,4,15
4001,343.14,13,5
4002,271.11,17,15
4003,105.49,7,0
4004,192.67,18,5
4005,99.55,16,20
4006,16.19,2,10
4007,197.5,13,0
4008,481.63,17,20
4009,29.32,11,25
4010,489.02,19,5
4011,429.28,7,0
4012,180.31,15,0
4013,363.26,15,25
4014,307.01,1,0
4015,21.01,13,10
4016,385.04,19,0
4017,334.67,7,0
4018,49.13,10,5
4019,230.91,12,15
4020,210.06,14,0
4021,148.63,14,20
4022,451.1,9,15
4023,251.07,2,25
4024,371.07,3,15
4025,386.45,3,0
4026,186.17,2,0
4027,451.11,18,0
4028,196.34,12,10
4029,187.27,6,10
4030,310.67,14,10
4031,115.69,5,5
4032,124.89,14,15
4033,161.9,13,20
4034,191.62,8,10
4035,316.51,11,5
4036,229.3,7,5
4037,266.78,10,10
4038,133.48,12,20
4039,23.98,2,10
4040,390.47,4,10
4041,272.23,5,10
4042,374.58,17,25
4043,402.24,20,5
4044,123.88,9,10
4045,255.1,1,25
4046,376.93,1,0
4047,57.86,12,20
4048,381.07,20,5
4049,367.43,2,10
4050,90.31,7,0
4051,355.64,12,5
4052,356.41,12,20
4053,324.63,1,0
4054,359.28,16,0
4055,390.66,6,20
4056,192.62,7,20
4057,77.48,3,0
4058,317.45,10,5
4059,477.84,2,0
4060,378.41,20,5
4061,251.79,2,25
4062,341.76,20,5
4063,151.12,3,20
4064,52.86,2,25
4065,246.39,2,10
4066,360.48,15,15
4067,62.71,11,10
4068,232.66,12,5
4069,379.55,20,15
4070,122.18,13,25
4071,330.6,20,5
4072,34.41,8,5
4073,22.34,13,10
4074,139.97,9,0
4075,321.21,3,0
4076,303.05,3,0
4077,291.14,10,10
4078,401.41,14,25
4079,135.27,14,15
4080,463.01,6,25
4081,439.1,6,20
4082,60.34,9,15
4083,250.98,16,0
4084,265.9,4,0
4085,45.78,17,0
4086,20.6,16,0
4087,165.27,3,0
4088,84.5,11,15
4089,357.06,16,0
4090,442.53,7,10
4091,152.78,8,0
4092,174.78,11,0
4093,492.01,14,0
4094,352.84,11,0
4095,237.02,3,15
4096,41.86,1,20
4097,328.47,9,15
4098,104.21,6,20
4099,220.15,16,5
4100,235.65,17,0
4101,375.3,15,15
4102,284.62,16,25
4103,333.9,9,25
4104,330.36,10,25
4105,384.89,18,25
4106,494.14,9,25
4107,208.87,19,20
4108,422.58,17,20
4109,59.7,7,5
4110,77.05,1,0
4111,294.83,2,5
4112,120.31,14,0
4113,169.81,15,25
4114,447.59,18,15
4115,436.33,12,0
4116,179.42,14,0
4117,90.09,1,0
4118,166.93,5,15
4119,29.6,19,5
4120,470.72,7,5
4121,126.97,10,20
4122,160.77,17,15
4123,35.47,7,15
4124,156.67,6,0
4125,239.0,5,15
4126,406.82,16,10
4127,15.14,19,20
4128,244.74,6,0
4129,32.83,11,20
4130,77.32,16,5
4131,476.99,17,5
4132,16.28,13,15
4133,124.74,6,15
4134,355.84,3,15
4135,486.38,19,25
4136,342.81,6,5
4137,140.99,12,10
4138,448.27,16,20
4139,328.86,4,0
4140,324.44,20,25
4141,149.73,13,15
4142,274.17,6,25
4143,350.77,8,5
4144,219.35,17,10
4145,68.74,14,15
4146,90.07,13,5
4147,220.82,12,15
4148,17.08,2,10
4149,164.99,20,10
4150,423.61,9,20
4151,206.33,2,5
4152,256.54,17,10
4153,472.94,18,0
4154,256.42,10,10
4155,86.89,5,20
4156,402.56,11,25
4157,15.08,15,25
4158,24.55,11,25
4159,180.51,1,15
4160,447.46,7,10
4161,395.94,2,0
4162,452.59,19,0
4163,313.05,4,10
4164,297.64,5,15
4165,425.75,1,5
4166,140.59,6,20
4167,78.8,3,10
4168,467.17,15,25
4169,281.28,3,10
4170,362.76,3,15
4171,121.21,7,20
4172,358.54,4,0
4173,391.44,9,20
4174,236.22,2,20
4175,159.34,16,15
4176,27.83,3,5
4177,29.93,18,15
4178,295.38,12,10
4179,487.34,6,25
4180,425.59,7,15
4181,333.71,3,15
4182,354.54,8,5
4183,481.38,14,25
4184,229.7,18,15
4185,384.72,7,25
4186,397.91,8,0
4187,116.05,18,15
4188,279.21,11,25
4189,404.61,6,15
4190,38.09,15,20
4191,292.29,15,20
4192,335.02,8,20
4193,474.25,7,5
4194,214.96,20,20
4195,67.22,20,25
4196,413.58,18,25
4197,215.79,20,25
4198,258.39,12,10
4199,481.21,9,25
4200,79.28,18,15
4201,119.61,14,15
4202,142.56,20,0
4203,498.88,10,15
4204,270.69,18,0
4205,267.69,7,20
4206,234.47,14,25
4207,167.47,10,15
4208,22.93,16,5
4209,289.49,14,25
4210,27.92,2,0
4211,258.39,14,15
4212,231.82,20,5
4213,313.44,9,10
4214,484.93,4,20
4215,233.61,14,5
4216,227.74,12,15
4217,139.47,1,5
4218,77.09,6,15
4219,310.59,4,10
4220,33.17,8,10
4221,433.27,8,10
4222,265.34,6,5
4223,386.66,18,5
4224,202.77,9,10
4225,492.92,4,10
4226,308.67,6,0
4227,469.21,2,15
4228,485.32,3,10
4229,322.51,5,10
4230,175.86,3,20
4231,417.25,3,20
4232,374.95,2,15
4233,195.19,9,0
4234,26.23,13,20
4235,273.03,20,15
4236,92.95,5,10
4237,453.3,14,15
4238,113.75,12,25
4239,48.22,5,0
4240,41.9,15,10
4241,144.14,14,20
4242,189.87,9,25
4243,394.63,5,10
4244,301.21,8,10
4245,405.82,13,15
4246,451.79,18,25
4247,74.81,6,0
4248,63.92,1,5
4249,231.48,5,5
4250,379.9,18,5
4251,391.17,11,10
4252,84.65,12,15
4253,87.46,5,20
4254,250.63,1,10
4255,213.51,5,20
4256,35.55,1,0
4257,50.53,9,10
4258,297.21,13,20
4259,55.05,2,0
4260,104.54,3,10
4261,14.64,18,15
4262,191.52,10,25
4263,265.46,12,25
4264,343.09,4,5
4265,413.83,4,0
4266,458.34,6,25
4267,230.19,4,5
4268,271.9,7,25
4269,265.22,11,20
4270,486.16,10,5
4271,417.75,3,20
4272,38.84,6,0
4273,275.55,19,0
4274,64.01,9,20
4275,288.42,8,10
4276,20.86,3,15
4277,349.34,14,20
4278,253.72,6,5
4279,309.29,17,0
4280,266.36,7,25
4281,176.53,15,20
4282,213.84,11,20
4283,102.79,15,25
4284,86.16,19,5
4285,399.94,20,10
4286,49.34,8,10
4287,381.95,17,5
4288,305.27,20,10
4289,363.87,15,20
4290,217.65,12,20
4291,447.26,7,20
4292,75.23,13,15
4293,332.01,17,10
4294,283.73,2,10
4295,399.53,10,20
4296,288.96,6,25
4297,352.75,3,25
4298,458.72,4,15
4299,448.89,6,20
4300,449.3,17,10
4301,204.12,15,25
4302,485.26,16,20
4303,26.68,17,25
4304,188.24,2,5
4305,292.53,1,5
4306,96.28,12,15
4307,127.78,14,5
4308,303.15,12,25
4309,401.81,18,10
4310,16.91,13,25
4311,96.6,5,5
4312,46.47,16,15
4313,216.03,11,10
4314,126.7,3,5
4315,138.65,5,25
4316,333.88,17,15
4317,192.55,5,5
4318,36.78,5,20
4319,246.46,14,0
4320,84.82,18,0
4321,135.39,20,0
4322,264.86,18,25
4323,137.02,17,25
4324,129.16,10,15
4325,280.28,12,25
4326,69.18,12,10
4327,25.2,17,15
4328,289.07,5,25
4329,149.9,2,25
4330,312.17,10,10
4331,470.8,8,5
4332,257.95,4,15
4333,80.99,16,15
4334,70.24,3,5
4335,472.91,6,0
4336,199.01,16,10
4337,486.05,3,5
4338,58.57,11,25
4339,411.57,20,0
4340,245.03,1,5
4341,309.83,2,15
4342,179.15,11,10
4343,228.41,16,10
4344,385.12,5,10
4345,75.72,13,20
4346,278.08,13,0
4347,226.7,15,10
4348,51.82,2,10
4349,478.92,12,25
4350,6.12,4,25
4351,208.11,9,5
4352,110.16,20,20
4353,456.25,1,0
4354,440.06,15,0
4355,162.37,18,25
4356,445.36,10,0
4357,398.74,7,20
4358,341.35,10,20
4359,54.3,3,0
4360,350.04,9,20
4361,47.93,3,20
4362,208.26,6,10
4363,124.5,3,5
4364,324.96,3,0
4365,327.94,3,25
4366,26.42,3,25
4367,261.43,16,20
4368,218.68,18,15
4369,28.41,20,0
4370,470.05,5,0
4371,329.18,14,25
4372,485.74,20,15
4373,397.89,20,10
4374,11.24,19,0
4375,206.1,6,15
4376,276.17,1,20
4377,426.53,2,25
4378,97.42,15,15
4379,44.23,9,15
4380,425.62,19,0
4381,18.99,20,25
4382,333.4,18,20
4383,229.1,3,15
4384,314.53,4,20
4385,55.18,7,20
4386,267.0,6,15
4387,155.8,6,25
4388,248.13,20,15
4389,56.11,1,10
4390,466.54,14,0
4391,244.13,12,5
4392,110.04,12,15
4393,157.66,6,5
4394,476.03,12,5
4395,17.73,19,20
4396,407.17,2,20
4397,126.18,11,20
4398,32.67,15,25
4399,457.81,3,15
4400,32.93,20,25
4401,31.34,10,0
4402,221.23,15,15
4403,400.2,18,0
4404,15.54,3,0
4405,196.43,16,20
4406,213.66,18,15
4407,477.75,9,10
4408,95.06,6,10
4409,164.93,10,20
4410,492.31,8,20
4411,240.11,19,25
4412,378.19,5,25
4413,349.12,14,20
4414,203.74,14,25
4415,185.1,2,0
4416,24.49,2,5
4417,368.94,17,15
4418,489.22,18,20
4419,357.05,1,20
4420,488.11,6,25
4421,314.33,13,5
4422,368.84,12,0
4423,472.64,7,15
4424,52.52,15,15
4425,230.9,13,20
4426,244.08,10,15
4427,481.61,11,25
4428,150.19,11,20
4429,183.23,11,5
4430,467.88,5,0
4431,310.57,4,0
4432,315.08,4,20
4433,216.12,17,10
4434,143.92,16,20
4435,261.73,8,25
4436,350.73,2,15
4437,99.62,3,15
4438,488.0,18,0
4439,460.97,4,15
4440,55.4,4,20
4441,481.42,19,5
4442,243.32,7,5
4443,67.87,1,5
4444,331.38,4,15
4445,178.32,11,20
4446,147.83,12,15
4447,323.67,9,10
4448,263.46,9,5
4449,368.24,19,20
4450,168.07,11,25
4451,184.76,8,10
4452,179.87,8,5
4453,104.6,17,10
4454,188.86,15,10
4455,128.13,13,20
4456,252.29,17,0
4457,120.56,14,25
4458,74.56,7,15
4459,320.18,17,5
4460,283.59,1,25
4461,478.89,2,20
4462,427.56,18,20
4463,493.53,8,20
4464,22.32,16,5
4465,417.48,17,15
4466,438.28,18,5
4467,176.02,3,0
4468,370.1,17,25
4469,162.23,16,15
4470,316.14,11,25
4471,484.89,20,10
4472,39.81,8,10
4473,158.75,20,20
4474,394.85,12,20
4475,116.05,6,20
4476,425.1,8,25
4477,423.9,10,10
4478,349.03,17,25
4479,374.08,18,25
4480,45.99,5,15
4481,178.74,5,20
4482,340.94,11,5
4483,265.48,11,15
4484,236.99,8,25
4485,79.87,4,25
4486,132.31,16,5
4487,487.01,2,0
4488,249.31,15,15
4489,339.69,19,15
4490,280.33,9,5
4491,488.39,8,0
4492,78.9,3,15
4493,204.54,3,0
4494,137.3,13,0
4495,329.43,7,15
4496,261.41,9,0
4497,258.82,2,0
4498,165.55,11,0
4499,355.92,5,10
4500,333.03,6,20
4501,235.55,19,20
4502,472.25,10,20
4503,151.33,6,10
4504,195.59,1,15
4505,12.86,6,10
4506,328.2,11,0
4507,330.07,11,20
4508,12.97,9,0
4509,416.74,5,20
4510,223.04,10,15
4511,184.54,18,15
4512,207.74,3,10
4513,14.07,17,10
4514,210.61,20,25
4515,489.07,13,5
4516,275.86,8,25
4517,483.19,2,0
4518,174.79,3,20
4519,468.71,2,15
4520,150.69,6,15
4521,9.41,5,5
4522,251.2,7,10
4523,207.62,14,25
4524,78.09,4,10
4525,380.62,13,15
4526,276.11,13,15
4527,323.31,6,25
4528,409.08,19,20
4529,157.3,12,0
4530,227.49,17,15
4531,149.11,5,20
4532,295.77,13,25
4533,276.33,20,10
4534,286.99,18,10
4535,458.74,11,15
4536,257.79,5,5
4537,80.76,8,0
4538,418.82,16,25
4539,194.31,13,15
4540,179.36,1,15
4541,292.41,7,10
4542,347.78,12,20
4543,467.45,9,25
4544,7.47,1,5
4545,450.94,11,15
4546,207.66,16,25
4547,43.92,9,25
4548,359.26,13,0
4549,226.84,5,25
4550,242.04,16,5
4551,318.79,17,25
4552,74.25,9,25
4553,143.69,17,10
4554,144.17,2,15
4555,454.93,16,5
4556,379.41,4,15
4557,94.76,19,10
4558,18.68,15,15
4559,383.82,20,20
4560,446.01,16,20
4561,175.46,18,25
4562,460.97,11,25
4563,357.48,3,20
4564,27.6,5,20
4565,232.49,14,15
4566,274.55,15,5
4567,329.47,8,15
4568,109.86,2,10
4569,142.63,4,0
4570,318.28,3,20
4571,214.05,11,20
4572,433.45,1,20
4573,216.57,5,5
4574,365.3,17,10
4575,155.92,9,10
4576,398.51,5,0
4577,312.65,7,20
4578,381.41,9,20
4579,84.08,5,15
4580,24.09,7,25
4581,189.96,9,5
4582,60.88,12,25
4583,405.43,19,25
4584,351.31,17,5
4585,165.59,17,20
4586,391.4,8,5
4587,296.73,11,10
4588,497.73,6,10
4589,265.24,12,15
4590,189.79,16,25
4591,251.79,12,0
4592,400.34,15,10
4593,253.1,20,5
4594,176.19,4,5
4595,174.93,1,10
4596,132.28,12,15
4597,178.18,20,0
4598,214.09,15,0
4599,495.42,4,0
4600,283.16,11,15
4601,120.07,17,0
4602,377.55,5,10
4603,412.01,6,20
4604,272.1,10,15
4605,265.64,15,10
4606,416.65,10,0
4607,302.24,8,10
4608,167.02,1,0
4609,458.11,14,15
4610,207.5,2,15
4611,260.24,3,0
4612,126.12,20,20
4613,79.34,8,15
4614,207.77,18,15
4615,28.67,9,5
4616,337.2,3,0
4617,15.94,14,20
4618,391.76,1,25
4619,156.11,5,5
4620,281.66,6,20
4621,457.37,5,0
4622,5.05,13,25
4623,147.77,4,20
4624,131.78,10,0
4625,492.97,10,25
4626,373.07,4,5
4627,276.53,13,0
4628,57.37,6,0
4629,205.99,20,15
4630,298.25,5,10
4631,68.29,12,0
4632,101.82,12,5
4633,429.39,12,25
4634,266.95,11,0
4635,89.12,6,15
4636,91.93,19,5
4637,8.96,1,0
4638,170.41,3,15
4639,117.17,12,25
4640,341.66,10,25
4641,401.89,5,15
4642,36.92,16,20
4643,88.67,1,10
4644,290.65,6,0
4645,466.31,18,15
4646,367.32,6,25
4647,469.09,7,10
4648,230.96,10,10
4649,97.33,1,10
4650,83.97,14,20
4651,200.63,16,25
4652,273.53,8,5
4653,129.11,19,10
4654,17.9,2,20
4655,382.75,7,25
4656,134.6,20,5
4657,167.59,18,0
4658,494.87,20,0
4659,189.34,10,25
4660,169.86,18,5
4661,452.8,8,20
4662,23.44,7,15
4663,35.88,13,10
4664,424.89,6,0
4665,270.86,10,20
4666,389.84,7,0
4667,90.75,18,0
4668,236.31,15,15
4669,337.92,17,0
4670,309.13,3,10
4671,172.16,18,15
4672,313.33,12,5
4673,35.28,1,15
4674,19.86,15,10
4675,85.16,8,10
4676,36.89,2,20
4677,270.43,4,5
4678,339.92,18,25
4679,333.49,4,5
4680,474.97,17,25
4681,69.95,9,25
4682,301.25,6,25
4683,27.38,15,15
4684,283.77,18,15
4685,173.85,14,10
4686,247.42,6,0
4687,131.41,8,20
4688,426.59,7,25
4689,112.53,18,5
4690,161.84,18,10
4691,352.52,10,0
4692,143.54,4,10
4693,335.03,2,0
4694,111.68,3,15
4695,239.31,1,15
4696,96.78,16,15
4697,309.07,17,0
4698,91.4,15,0
4699,368.14,10,0
4700,276.78,5,0
4701,12.01,10,5
4702,139.55,18,10
4703,185.93,13,5
4704,496.94,4,25
4705,17.37,14,25
4706,423.12,19,25
4707,323.6,13,5
4708,461.8,2,15
4709,103.09,9,20
4710,261.49,8,5
4711,428.4,1,0
4712,181.77,6,0
4713,272.69,3,20
4714,262.51,15,20
4715,477.52,14,0
4716,115.81,6,15
4717,402.26,2,15
4718,39.23,2,15
4719,418.18,18,15
4720,62.4,9,25
4721,84.56,1,15
4722,114.59,4,10
4723,196.61,12,5
4724,326.3,5,0
4725,5.99,8,20
4726,297.75,11,0
4727,72.2,5,10
4728,298.77,3,0
4729,77.63,18,25
4730,283.68,2,10
4731,21.84,5,10
4732,229.95,2,0
4733,155.81,10,5
4734,156.0,18,25
4735,499.98,14,25
4736,473.34,13,25
4737,37.59,6,20
4738,445.97,17,15
4739,260.32,13,25
4740,357.4,11,25
4741,298.43,5,5
4742,497.68,6,25
4743,6.83,6,20
4744,261.03,14,20
4745,261.4,2,15
4746,199.35,15,5
4747,436.22,3,0
4748,46.94,14,10
4749,107.55,1,10
4750,338.1,1,15
4751,419.28,1,5
4752,251.12,19,10
4753,352.89,6,20
4754,77.49,17,0
4755,7.68,2,20
4756,431.18,19,25
4757,402.98,3,20
4758,227.15,15,5
4759,456.62,12,0
4760,425.81,18,0
4761,393.05,19,20
4762,387.11,17,15
4763,52.35,12,5
4764,495.89,2,0
4765,310.75,12,25
4766,364.98,2,25
4767,213.9,16,25
4768,75.38,5,10
4769,204.31,13,5
4770,41.86,8,25
4771,19.49,14,15
4772,331.08,4,0
4773,118.48,16,25
4774,130.27,16,15
4775,206.64,14,25
4776,7.03,11,25
4777,162.0,7,0
4778,277.08,8,25
4779,397.75,18,0
4780,248.31,13,0
4781,255.93,12,10
4782,124.2,10,20
4783,289.5,4,25
4784,440.34,17,10
4785,441.08,13,15
4786,440.41,17,0
4787,427.97,3,0
4788,26.56,19,20
4789,34.64,5,10
4790,43.57,17,20
4791,428.33,11,10
4792,134.59,9,0
4793,373.98,15,0
4794,422.82,4,20
4795,68.34,3,25
4796,323.62,2,0
4797,434.64,6,5
4798,377.65,18,10
4799,213.19,20,5
4800,495.43,6,5
4801,386.62,7,0
4802,179.7,18,10
4803,90.75,9,25
4804,53.85,7,15
4805,464.22,16,25
4806,16.81,16,0
4807,282.12,17,20
4808,71.36,19,5
4809,465.69,14,5
4810,380.1,2,15
4811,183.84,12,25
4812,287.86,1,20
4813,30.41,15,20
4814,324.97,6,25
4815,426.79,1,25
4816,123.35,8,5
4817,290.84,14,20
4818,451.51,16,25
4819,8.86,1,5
4820,19.46,2,25
4821,102.89,14,0
4822,441.55,4,5
4823,81.63,8,0
4824,304.43,1,25
4825,331.46,20,5
4826,61.29,4,10
4827,233.08,15,20
4828,469.13,12,25
4829,418.13,6,25
4830,431.3,2,10
4831,302.37,14,15
4832,83.77,2,15
4833,122.66,5,10
4834,430.65,11,25
4835,313.25,14,25
4836,479.14,4,5
4837,139.4,14,0
4838,398.19,2,5
4839,35.55,5,5
4840,292.28,2,10
4841,117.67,3,15
4842,47.88,2,10
4843,337.59,15,15
4844,458.26,5,20
4845,426.02,13,20
4846,171.64,7,15
4847,262.57,7,5
4848,79.13,18,5
4849,82.04,5,20
4850,194.1,14,0
4851,53.63,2,20
4852,92.95,12,0
4853,302.06,6,0
4854,73.88,10,5
4855,171.06,8,10
4856,350.37,1,5
4857,90.68,4,10
4858,226.7,4,15
4859,82.33,16,0
4860,463.01,5,10
4861,329.26,19,10
4862,463.05,16,25
4863,81.99,1,0
4864,12.62,11,10
4865,413.3,14,20
4866,447.71,16,10
4867,220.83,19,0
4868,55.89,10,0
4869,295.38,5,5
4870,178.44,12,5
4871,26.16,7,10
4872,474.8,19,15
4873,85.94,15,20
4874,164.39,15,5
4875,419.98,7,0
4876,82.95,10,0
4877,345.34,15,0
4878,169.05,19,5
4879,304.96,14,20
4880,305.41,7,25
4881,371.34,17,25
4882,246.89,17,25
4883,129.09,6,0
4884,374.12,5,0
4885,39.56,17,5
4886,343.2,20,10
4887,124.77,1,0
4888,369.17,2,5
4889,320.6,16,15
4890,323.79,1,0
4891,80.9,19,5
4892,63.03,16,25
4893,140.0,3,25
4894,416.14,8,5
4895,284.72,8,5
4896,389.36,20,0
4897,26.6,6,0
4898,454.75,16,5
4899,167.06,18,20
4900,491.26,5,10
4901,259.81,3,15
4902,269.42,4,15
4903,488.07,17,5
4904,353.31,19,5
4905,185.65,14,0
4906,88.76,10,25
4907,484.42,9,5
4908,184.86,2,5
4909,210.61,1,5
4910,196.97,3,15
4911,481.97,8,20
4912,225.37,10,5
4913,440.05,13,25
4914,393.79,17,25
4915,363.8,1,5
4916,372.24,19,20
4917,75.46,9,5
4918,133.76,6,20
4919,470.76,2,20
4920,467.7,3,15
4921,287.84,13,20
4922,81.59,10,10
4923,200.15,8,5
4924,223.98,14,10
4925,251.9,15,25
4926,11.07,20,0
4927,38.84,5,0
4928,279.49,7,15
4929,203.74,11,20
4930,413.92,16,10
4931,224.38,19,10
4932,8.96,19,5
4933,220.97,10,20
4934,104.89,17,10
4935,35.33,4,20
4936,454.93,12,10
4937,272.81,13,15
4938,391.72,3,0
4939,290.42,7,0
4940,293.72,5,15
4941,280.65,13,20
4942,70.24,2,25
4943,472.53,9,5
4944,36.69,17,25
4945,432.84,19,5
4946,277.27,1,15
4947,27.15,1,25
4948,119.95,4,15
4949,243.65,8,20
4950,199.33,5,20
4951,121.44,6,5
4952,398.64,5,20
4953,148.83,14,0
4954,131.24,9,10
4955,440.87,13,10
4956,242.06,9,25
4957,402.16,2,0
4958,7.11,12,10
4959,220.43,6,15
4960,484.19,15,15
4961,413.49,15,25
4962,385.28,16,5
4963,47.58,17,10
4964,98.86,12,0
4965,460.37,7,5
4966,440.03,13,10
4967,481.58,13,0
4968,496.99,4,25
4969,400.73,5,25
4970,262.88,8,10
4971,35.97,3,5
4972,451.45,4,20
4973,345.46,19,20
4974,241.33,5,5
4975,449.24,2,15
4976,208.65,8,20
4977,459.98,18,20
4978,228.75,5,25
4979,76.22,5,20
4980,416.86,12,15
4981,366.8,18,0
4982,215.93,5,25
4983,287.31,2,0
4984,42.03,6,25
4985,446.16,13,25
4986,423.11,16,10
4987,150.39,17,10
4988,278.05,16,20
4989,19.88,3,0
4990,420.38,12,0
4991,376.12,5,0
4992,100.87,12,20
4993,216.51,18,10
4994,78.46,13,20
4995,401.62,4,0
4996,187.31,14,5
4997,478.98,19,25
4998,492.64,3,25
4999,399.9,10,0
5000,311.49,19,5
5001,209.62,8,5
5002,361.97,7,15
5003,73.6,2,0
5004,452.05,15,20
5005,146.08,11,25
5006,309.59,17,25
5007,247.11,2,10
5008,46.21,20,25
5009,70.72,17,15
5010,215.8,1,5
5011,63.25,20,20
5012,444.49,5,25
5013,303.97,14,25
5014,300.33,9,20
5015,111.2,14,25
5016,115.47,20,5
5017,227.18,8,0
5018,284.7,3,20
5019,365.39,2,0
5020,30.32,5,15
5021,440.93,3,25
5022,299.47,9,15
5023,407.97,16,10
5024,16.57,13,10
5025,310.39,20,5
5026,134.55,10,15
5027,496.03,20,20
5028,404.27,1,5
5029,494.44,18,25
5030,56.96,12,5
5031,29.99,16,0
5032,261.1,6,20
5033,184.03,13,20
5034,221.35,20,0
5035,132.9,15,0
5036,210.51,3,5
5037,331.32,7,10
5038,404.32,9,5
5039,200.93,16,0
5040,272.85,17,20
5041,322.64,14,20
5042,60.46,18,10
5043,102.61,8,10
5044,91.45,17,0
5045,293.06,11,0
5046,458.5,19,5
5047,5.23,16,0
5048,110.55,2,15
5049,428.19,6,5
5050,360.03,2,10
5051,54.17,3,20
5052,224.8,12,5
5053,83.9,4,10
5054,486.54,16,20
5055,455.95,5,25
5056,36.21,18,20
5057,390.16,7,0
5058,256.65,5,25
5059,89.82,5,15
5060,300.33,9,5
5061,482.52,12,25
5062,320.9,4,5
5063,271.41,10,5
5064,281.1,11,10
5065,288.95,20,15
5066,102.05,7,10
5067,304.36,19,25
5068,237.49,16,10
5069,7.65,18,5
5070,261.78,2,10
5071,213.14,20,20
5072,49.61,10,25
5073,202.97,11,20
5074,73.82,18,10
5075,320.64,14,20
5076,425.39,3,20
5077,14.71,8,25
5078,13.52,13,10
5079,415.99,15,5
5080,99.97,6,20
5081,280.28,18,0
5082,103.36,13,5
5083,98.57,6,0
5084,354.8,12,10
5085,176.48,3,25
5086,70.51,8,20
5087,466.11,15,10
5088,421.87,2,15
5089,49.47,15,5
5090,479.2,5,0
5091,443.79,16,20
5092,138.12,19,10
5093,389.21,8,5
5094,358.05,2,15
5095,128.16,18,20
5096,436.38,18,20
5097,414.13,20,0
5098,61.02,16,0
5099,281.44,14,5
5100,261.51,10,20
5101,442.4,8,5
5102,68.73,4,10
5103,99.3,20,20
5104,168.02,1,20
5105,294.04,10,5
5106,426.56,15,25
5107,327.34,16,25
5108,428.16,17,0
5109,115.68,16,25
5110,444.75,12,20
5111,241.68,10,0
5112,359.61,10,20
5113,220.08,8,25
5114,39.69,7,20
5115,314.84,19,15
5116,482.99,11,10
5117,96.3,11,5
5118,320.94,14,10
5119,473.88,1,20
5120,209.43,8,5
5121,467.93,19,20
5122,129.33,2,25
5123,378.83,6,5
5124,499.59,4,25
5125,468.15,14,15
5126,122.01,17,20
5127,48.11,4,10
5128,17.2,18,10
5129,433.15,1,25
5130,316.64,11,10
5131,460.89,2,20
5132,353.03,4,15
5133,498.75,19,5
5134,394.52,5,5
5135,432.53,8,0
5136,184.6,3,0
5137,365.04,16,5
5138,429.36,12,20
5139,249.16,13,15
5140,132.17,9,15
5141,13.96,11,5
5142,236.64,10,10
5143,298.6,6,20
5144,307.03,19,25
5145,227.41,18,10
5146,202.6,6,0
5147,210.92,3,25
5148,5.19,16,5
5149,227.21,5,10
5150,142.82,3,0
5151,214.62,5,15
5152,180.4,7,0
5153,37.39,4,20
5154,14.77,8,20
5155,346.8,17,10
5156,244.05,1,25
5157,94.08,15,25
5158,340.76,13,25
5159,136.71,19,5
5160,467.66,7,10
5161,421.29,15,0
5162,313.9,4,20
5163,462.91,7,25
5164,365.1,10,20
5165,239.17,4,0
5166,58.68,19,10
5167,237.13,8,5
5168,366.35,3,15
5169,156.16,1,5
5170,292.66,12,5
5171,464.16,16,20
5172,428.16,7,20
5173,157.09,9,5
5174,16.52,16,0
5175,206.09,12,10
5176,406.78,15,15
5177,125.03,6,0
5178,301.74,12,25
5179,278.02,4,5
5180,50.03,15,5
5181,435.1,18,0
5182,465.98,11,25
5183,442.83,3,25
5184,367.21,10,15
5185,499.79,1,20
5186,198.66,3,20
5187,299.26,3,10
5188,219.28,20,25
5189,194.61,4,5
5190,465.23,4,10
5191,13.56,6,25
5192,213.36,1,0
5193,468.04,15,15
5194,211.81,6,10
5195,171.91,4,25
5196,110.94,7,10
5197,275.07,5,15
5198,426.53,8,5
5199,427.31,9,25
5200,201.92,10,0
5201,306.03,20,10
5202,102.58,7,15
5203,119.98,10,10
5204,297.4,16,25
5205,371.04,11,10
5206,445.68,7,0
5207,262.47,13,25
5208,193.29,3,0
5209,451.42,1,0
5210,230.49,4,0
5211,64.41,2,10
5212,276.76,10,25
5213,178.96,8,25
5214,206.32,1,0
5215,479.25,15,15
5216,365.6,15,20
5217,91.11,17,15
5218,68.84,6,25
5219,422.97,9,25
5220,127.36,7,0
5221,193.47,10,25
5222,306.6,17,5
5223,476.46,18,15
5224,247.61,11,15
5225,85.41,12,10
5226,397.0,18,10
5227,242.15,13,20
5228,97.03,1,25
5229,396.25,18,15
5230,38.6,16,20
5231,380.12,7,0
5232,9.6,14,0
5233,42.64,14,0
5234,489.72,7,15
5235,127.17,7,10
5236,249.47,12,5
5237,130.72,12,25
5238,76.01,16,5
5239,75.71,3,10
5240,399.66,16,5
5241,31.86,7,5
5242,292.02,11,10
5243,93.92,8,0
5244,421.92,20,5
5245,372.76,18,15
5246,219.47,6,0
5247,438.88,20,5
5248,84.55,6,15
5249,354.35,3,10
5250,12.26,8,25
5251,238.4,2,20
5252,439.7,17,15
5253,251.65,15,10
5254,228.33,6,20
5255,80.58,13,15
5256,63.56,12,25
5257,467.52,14,0
5258,276.62,19,15
5259,214.39,2,5
5260,185.35,17,5
5261,200.09,2,15
5262,420.92,16,15
5263,320.75,15,0
5264,209.66,8,20
